College_ID,IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Performance_Rate
CLG0085,110,5.27,4,1,2,6,0,0,0.20408163265306123
CLG0031,103,8.78,10,1,0,5,2,0,0.1958762886597938
CLG0001,109,7.58,6,0,10,9,5,0,0.10091743119266056
CLG0027,98,6.34,5,0,0,5,4,0,0.15833333333333333
CLG0002,82,8.39,10,0,6,6,5,0,0.13953488372093023
CLG0093,115,9.49,6,0,3,1,5,1,0.14444444444444443
CLG0001,91,10.38,3,0,5,8,2,1,0.10091743119266056
CLG0042,85,8.29,3,0,3,8,4,1,0.25333333333333335
CLG0008,97,6.87,10,0,7,8,2,0,0.14893617021276595
CLG0035,86,6.81,7,1,8,7,5,0,0.14457831325301204
CLG0035,93,5.68,1,0,1,7,3,0,0.14457831325301204
CLG0007,105,6.1,1,0,0,6,4,0,0.19148936170212766
CLG0023,105,6.83,1,0,0,7,4,0,0.1864406779661017
CLG0023,86,10.38,6,0,6,9,5,1,0.1864406779661017
CLG0046,92,4.95,4,1,1,5,5,0,0.18095238095238095
CLG0019,116,6.39,6,0,2,9,5,1,0.14444444444444443
CLG0079,107,5.74,1,0,3,9,1,0,0.15217391304347827
CLG0072,131,8.48,4,0,8,4,1,0,0.13333333333333333
CLG0097,117,7.21,4,1,9,9,5,1,0.16831683168316833
CLG0099,117,6.99,2,0,1,8,5,1,0.15730337078651685
CLG0013,79,5.82,1,0,9,5,5,0,0.18095238095238095
CLG0050,111,6.91,8,0,1,10,2,1,0.16666666666666666
CLG0031,99,5.79,6,1,0,3,1,0,0.1958762886597938
CLG0071,91,7.3,4,0,7,9,2,0,0.09803921568627451
CLG0084,102,5.43,2,0,7,3,4,0,0.23529411764705882
CLG0038,114,9.15,5,0,4,3,4,1,0.2641509433962264
CLG0057,107,7.74,9,1,2,3,5,0,0.12087912087912088
CLG0008,86,8.18,7,1,0,1,3,0,0.14893617021276595
CLG0100,111,7.3,4,0,1,6,3,0,0.17525773195876287
CLG0014,90,6.91,5,1,8,3,1,0,0.17647058823529413
CLG0094,103,5.0,8,0,7,10,5,0,0.15454545454545454
CLG0051,95,7.73,5,1,9,3,5,0,0.19444444444444445
CLG0009,96,7.99,6,0,10,9,4,0,0.13541666666666666
CLG0013,111,6.95,10,0,3,7,2,0,0.18095238095238095
CLG0076,84,8.79,6,1,2,8,1,0,0.1511627906976744
CLG0066,129,9.39,8,1,4,1,3,1,0.168141592920354
CLG0038,72,8.32,5,0,7,8,0,0,0.2641509433962264
CLG0021,91,5.24,1,0,9,8,2,0,0.17708333333333334
CLG0029,105,8.07,4,1,5,8,5,1,0.13761467889908258
CLG0084,108,5.69,3,0,9,6,0,0,0.23529411764705882
CLG0050,98,8.13,2,0,10,10,1,0,0.16666666666666666
CLG0064,99,7.25,7,1,3,5,1,0,0.15053763440860216
CLG0009,106,5.82,7,1,7,4,0,0,0.13541666666666666
CLG0015,96,9.14,8,0,3,9,1,0,0.14736842105263157
CLG0053,120,8.09,10,0,4,7,1,0,0.14285714285714285
CLG0097,112,7.24,5,1,1,1,4,0,0.16831683168316833
CLG0053,113,4.87,1,0,9,1,5,0,0.14285714285714285
CLG0071,85,7.69,6,1,3,1,2,0,0.09803921568627451
CLG0003,98,9.74,6,0,9,4,3,0,0.17525773195876287
CLG0087,95,7.62,8,0,9,9,5,0,0.2268041237113402
CLG0022,84,9.4,10,0,2,3,4,0,0.1836734693877551
CLG0039,105,5.19,2,0,7,10,1,0,0.1346153846153846
CLG0077,91,7.66,9,0,7,1,3,0,0.16822429906542055
CLG0009,109,8.56,6,0,6,1,1,0,0.13541666666666666
CLG0034,83,7.93,1,1,5,3,5,0,0.08928571428571429
CLG0012,125,5.96,9,0,8,7,2,0,0.23636363636363636
CLG0034,86,7.47,8,1,3,8,1,0,0.08928571428571429
CLG0045,103,7.99,10,0,3,4,0,0,0.20353982300884957
CLG0097,111,8.17,1,0,5,2,0,0,0.16831683168316833
CLG0050,91,8.44,8,0,0,7,0,0,0.16666666666666666
CLG0099,112,8.67,7,1,1,9,0,1,0.15730337078651685
CLG0028,81,8.21,5,1,1,10,3,1,0.25
CLG0039,121,6.52,6,0,9,6,5,0,0.1346153846153846
CLG0003,100,6.92,4,1,3,2,0,0,0.17525773195876287
CLG0047,91,8.88,9,1,4,9,1,0,0.18627450980392157
CLG0012,95,9.52,9,0,1,7,4,0,0.23636363636363636
CLG0043,112,4.89,10,1,7,9,1,0,0.1414141414141414
CLG0077,91,8.08,1,1,4,2,1,0,0.16822429906542055
CLG0067,88,6.14,9,0,7,10,1,0,0.20175438596491227
CLG0018,96,6.59,3,1,8,4,1,0,0.15217391304347827
CLG0090,82,7.16,2,0,10,6,4,0,0.22772277227722773
CLG0010,127,8.13,4,0,8,10,0,1,0.10476190476190476
CLG0004,91,5.55,4,0,3,7,2,0,0.14285714285714285
CLG0012,112,8.54,9,0,9,3,3,1,0.23636363636363636
CLG0053,103,9.02,4,0,1,10,4,1,0.14285714285714285
CLG0051,85,10.11,5,1,10,5,4,0,0.19444444444444445
CLG0016,99,5.43,6,1,1,4,4,0,0.18947368421052632
CLG0017,111,8.16,4,0,4,5,3,1,0.21052631578947367
CLG0095,97,6.71,1,0,9,6,1,0,0.16666666666666666
CLG0026,117,6.41,2,0,3,6,5,0,0.21739130434782608
CLG0002,115,7.49,3,0,5,7,3,0,0.13953488372093023
CLG0029,113,9.32,4,0,8,6,4,1,0.13761467889908258
CLG0094,93,4.8,5,0,6,6,1,0,0.15454545454545454
CLG0047,83,9.39,10,0,10,4,4,0,0.18627450980392157
CLG0011,90,9.14,10,0,3,2,2,0,0.14893617021276595
CLG0034,102,8.61,3,0,6,10,0,0,0.08928571428571429
CLG0071,108,8.71,1,0,1,7,0,0,0.09803921568627451
CLG0029,67,6.57,8,0,4,7,4,0,0.13761467889908258
CLG0097,99,9.01,8,0,10,3,1,0,0.16831683168316833
CLG0049,102,7.03,4,0,8,5,2,0,0.20175438596491227
CLG0091,95,9.35,7,0,10,6,2,0,0.13
CLG0016,119,5.56,4,0,8,10,5,1,0.18947368421052632
CLG0081,106,6.55,3,0,3,9,1,0,0.14432989690721648
CLG0075,119,8.04,7,0,7,3,1,0,0.16806722689075632
CLG0014,96,6.41,6,1,4,3,2,0,0.17647058823529413
CLG0013,114,6.65,1,0,2,5,0,0,0.18095238095238095
CLG0035,124,7.17,9,1,5,2,0,0,0.14457831325301204
CLG0090,119,9.46,2,0,3,3,2,1,0.22772277227722773
CLG0052,83,8.11,3,0,2,6,3,0,0.2
CLG0025,96,6.32,5,0,3,3,2,0,0.11864406779661017
CLG0059,94,6.05,3,0,0,1,4,0,0.18085106382978725
CLG0076,107,6.6,3,0,9,7,5,0,0.1511627906976744
CLG0068,110,7.4,8,0,7,7,3,0,0.14893617021276595
CLG0042,87,8.64,4,0,8,2,1,0,0.25333333333333335
CLG0048,101,6.03,10,0,5,5,2,0,0.18823529411764706
CLG0091,69,5.69,2,0,4,9,2,0,0.13
CLG0045,121,7.18,5,1,8,3,3,0,0.20353982300884957
CLG0072,92,6.7,2,0,3,8,2,0,0.13333333333333333
CLG0072,100,7.27,10,1,0,4,4,0,0.13333333333333333
CLG0029,95,8.98,8,0,10,3,0,0,0.13761467889908258
CLG0003,117,6.16,3,1,6,2,2,0,0.17525773195876287
CLG0021,57,7.96,2,0,0,9,0,0,0.17708333333333334
CLG0031,99,7.7,3,0,8,5,1,0,0.1958762886597938
CLG0013,98,6.26,3,1,3,9,1,0,0.18095238095238095
CLG0095,93,8.97,1,0,2,8,2,1,0.16666666666666666
CLG0081,125,7.32,3,0,3,3,1,0,0.14432989690721648
CLG0048,86,7.28,3,1,0,4,2,0,0.18823529411764706
CLG0096,111,9.37,4,0,5,6,0,0,0.23232323232323232
CLG0024,105,6.71,8,0,6,10,3,0,0.1511627906976744
CLG0002,118,9.64,9,0,6,5,2,1,0.13953488372093023
CLG0003,89,7.59,1,0,4,10,5,0,0.17525773195876287
CLG0026,89,8.25,1,1,9,10,3,1,0.21739130434782608
CLG0002,116,9.59,6,0,9,3,0,0,0.13953488372093023
CLG0033,106,9.29,1,0,4,5,0,0,0.1836734693877551
CLG0034,76,8.36,5,0,5,5,3,0,0.08928571428571429
CLG0090,91,8.36,1,0,9,9,5,1,0.22772277227722773
CLG0098,105,6.78,8,0,7,4,2,0,0.1523809523809524
CLG0038,112,7.88,5,0,8,8,3,1,0.2641509433962264
CLG0078,89,5.76,6,1,5,4,2,0,0.08849557522123894
CLG0095,56,5.42,4,1,2,10,5,0,0.16666666666666666
CLG0020,107,9.61,8,0,5,2,2,0,0.13333333333333333
CLG0010,81,5.74,9,0,3,3,3,0,0.10476190476190476
CLG0084,69,6.25,9,1,3,4,0,0,0.23529411764705882
CLG0033,57,9.39,1,0,10,8,4,1,0.1836734693877551
CLG0045,112,5.41,7,0,10,9,1,0,0.20353982300884957
CLG0060,101,6.73,4,1,6,6,4,0,0.1927710843373494
CLG0066,96,8.11,10,0,5,8,0,0,0.168141592920354
CLG0061,120,7.5,8,0,7,10,1,0,0.1792452830188679
CLG0051,109,8.52,7,0,10,5,5,0,0.19444444444444445
CLG0012,124,7.16,1,1,7,5,5,0,0.23636363636363636
CLG0080,79,7.07,1,1,2,8,3,0,0.12380952380952381
CLG0009,99,8.25,1,0,10,4,4,0,0.13541666666666666
CLG0011,75,7.91,2,0,3,3,2,0,0.14893617021276595
CLG0021,96,8.2,10,1,1,10,0,0,0.17708333333333334
CLG0076,96,9.3,2,0,0,2,0,0,0.1511627906976744
CLG0068,109,7.3,9,0,6,8,5,0,0.14893617021276595
CLG0026,100,6.92,5,0,7,5,0,0,0.21739130434782608
CLG0063,109,4.66,1,0,7,6,5,0,0.18181818181818182
CLG0019,110,8.45,7,1,5,9,4,1,0.14444444444444443
CLG0017,132,4.99,10,0,6,3,2,0,0.21052631578947367
CLG0044,95,7.72,2,0,7,4,4,0,0.125
CLG0061,85,8.81,3,1,3,2,2,0,0.1792452830188679
CLG0001,103,7.75,4,0,7,6,1,0,0.10091743119266056
CLG0072,87,6.67,3,1,5,9,3,0,0.13333333333333333
CLG0058,122,8.59,3,0,6,2,5,1,0.15517241379310345
CLG0094,95,6.83,9,0,9,5,0,0,0.15454545454545454
CLG0041,91,8.24,4,0,6,10,2,1,0.18627450980392157
CLG0024,92,8.08,8,1,7,1,4,0,0.1511627906976744
CLG0043,110,6.27,1,0,10,4,5,0,0.1414141414141414
CLG0081,97,9.98,6,0,4,8,5,1,0.14432989690721648
CLG0094,90,5.73,1,0,1,3,5,0,0.15454545454545454
CLG0009,124,9.59,5,1,7,4,4,1,0.13541666666666666
CLG0066,87,5.26,7,1,0,2,0,0,0.168141592920354
CLG0090,100,5.86,1,1,1,9,0,0,0.22772277227722773
CLG0032,109,5.99,9,1,4,5,0,0,0.1504424778761062
CLG0091,75,5.37,9,1,3,3,1,0,0.13
CLG0041,107,8.72,6,0,10,10,3,1,0.18627450980392157
CLG0011,84,8.16,2,1,1,7,5,0,0.14893617021276595
CLG0065,112,8.95,2,0,3,1,2,1,0.16806722689075632
CLG0018,85,6.7,9,1,6,9,0,0,0.15217391304347827
CLG0008,110,7.34,4,0,4,7,2,0,0.14893617021276595
CLG0027,116,8.52,6,0,3,1,4,1,0.15833333333333333
CLG0082,112,7.04,10,1,1,4,3,0,0.16842105263157894
CLG0009,103,8.18,2,1,1,7,3,0,0.13541666666666666
CLG0002,96,7.93,4,1,0,4,2,0,0.13953488372093023
CLG0081,91,5.6,2,0,9,7,4,0,0.14432989690721648
CLG0075,122,8.69,3,0,5,3,4,1,0.16806722689075632
CLG0046,89,8.64,2,0,5,4,1,0,0.18095238095238095
CLG0070,84,8.49,8,1,3,3,5,0,0.12941176470588237
CLG0005,109,6.01,5,0,8,4,0,0,0.15178571428571427
CLG0012,88,6.0,5,0,3,10,4,0,0.23636363636363636
CLG0044,85,7.22,8,1,2,3,0,0,0.125
CLG0042,78,6.57,8,1,10,10,0,0,0.25333333333333335
CLG0099,92,5.65,7,1,9,10,2,0,0.15730337078651685
CLG0088,98,8.59,5,0,8,5,5,0,0.15178571428571427
CLG0030,103,8.34,7,0,0,4,0,0,0.19047619047619047
CLG0052,114,7.71,1,1,1,3,2,0,0.2
CLG0081,107,5.78,3,0,0,5,3,0,0.14432989690721648
CLG0047,97,9.13,3,1,6,10,4,1,0.18627450980392157
CLG0036,97,5.62,2,1,0,9,2,0,0.1827956989247312
CLG0070,107,9.43,6,0,10,1,1,0,0.12941176470588237
CLG0032,119,10.06,3,1,10,4,2,1,0.1504424778761062
CLG0098,101,8.67,4,1,0,7,0,0,0.1523809523809524
CLG0044,92,10.4,3,0,5,4,1,0,0.125
CLG0016,85,8.38,7,1,5,8,5,1,0.18947368421052632
CLG0071,78,6.32,4,1,10,7,0,0,0.09803921568627451
CLG0096,109,5.8,5,0,4,5,1,0,0.23232323232323232
CLG0017,108,6.71,7,0,3,10,2,0,0.21052631578947367
CLG0032,108,4.68,4,0,7,4,0,0,0.1504424778761062
CLG0014,98,8.31,6,0,2,8,2,1,0.17647058823529413
CLG0026,121,5.87,9,1,0,1,4,0,0.21739130434782608
CLG0073,92,8.8,6,1,0,2,5,0,0.11206896551724138
CLG0013,114,6.37,5,0,4,5,1,0,0.18095238095238095
CLG0089,99,7.29,1,1,2,10,3,0,0.21505376344086022
CLG0012,90,10.17,8,0,2,7,5,0,0.23636363636363636
CLG0045,108,6.09,5,1,10,9,3,0,0.20353982300884957
CLG0016,106,8.94,5,0,1,3,2,0,0.18947368421052632
CLG0094,105,8.94,3,0,8,5,1,0,0.15454545454545454
CLG0052,101,6.11,10,0,10,2,1,0,0.2
CLG0021,99,7.24,2,0,5,6,2,0,0.17708333333333334
CLG0024,135,7.17,1,0,6,6,3,0,0.1511627906976744
CLG0043,117,8.41,9,0,1,4,5,1,0.1414141414141414
CLG0005,110,8.3,5,0,10,2,4,0,0.15178571428571427
CLG0033,101,7.5,10,0,0,8,5,0,0.1836734693877551
CLG0031,115,8.84,4,0,7,8,3,1,0.1958762886597938
CLG0009,107,5.92,7,1,9,1,0,0,0.13541666666666666
CLG0035,100,8.7,4,1,3,2,3,0,0.14457831325301204
CLG0008,95,9.7,2,1,8,4,0,0,0.14893617021276595
CLG0075,98,9.73,9,0,8,1,0,0,0.16806722689075632
CLG0017,52,9.36,8,0,10,6,4,0,0.21052631578947367
CLG0080,103,6.85,4,0,3,2,4,0,0.12380952380952381
CLG0020,92,9.8,8,0,9,3,5,0,0.13333333333333333
CLG0091,123,6.42,9,0,2,9,3,1,0.13
CLG0078,100,8.63,2,1,4,7,5,0,0.08849557522123894
CLG0022,82,5.64,4,0,5,4,2,0,0.1836734693877551
CLG0054,99,9.8,6,0,9,10,3,1,0.16455696202531644
CLG0071,84,8.93,7,0,3,1,4,0,0.09803921568627451
CLG0075,107,8.8,5,1,0,4,5,0,0.16806722689075632
CLG0081,104,5.4,10,0,6,10,0,0,0.14432989690721648
CLG0077,114,8.5,10,0,4,6,0,0,0.16822429906542055
CLG0081,88,8.87,7,0,1,8,2,1,0.14432989690721648
CLG0075,100,8.78,4,0,10,9,3,1,0.16806722689075632
CLG0068,79,6.52,8,1,8,4,2,0,0.14893617021276595
CLG0080,110,7.21,3,1,7,6,2,0,0.12380952380952381
CLG0031,107,5.08,3,0,9,2,3,0,0.1958762886597938
CLG0085,107,7.2,5,1,6,2,1,0,0.20408163265306123
CLG0097,100,6.29,6,1,8,6,3,0,0.16831683168316833
CLG0013,106,6.29,3,0,9,9,2,0,0.18095238095238095
CLG0029,124,5.92,10,0,1,3,5,0,0.13761467889908258
CLG0079,95,6.17,2,0,2,4,1,0,0.15217391304347827
CLG0010,102,5.66,5,0,8,9,5,0,0.10476190476190476
CLG0033,83,9.13,10,0,5,9,2,1,0.1836734693877551
CLG0015,86,7.93,6,1,1,5,2,0,0.14736842105263157
CLG0077,101,7.0,3,0,5,9,2,0,0.16822429906542055
CLG0035,116,7.55,7,0,4,5,5,0,0.14457831325301204
CLG0054,96,8.61,3,0,9,5,0,0,0.16455696202531644
CLG0021,96,9.27,2,1,4,7,3,0,0.17708333333333334
CLG0030,93,5.93,10,0,4,6,4,0,0.19047619047619047
CLG0046,91,6.3,4,0,1,10,0,0,0.18095238095238095
CLG0042,104,9.91,3,0,5,7,3,0,0.25333333333333335
CLG0071,77,6.91,7,0,6,10,0,0,0.09803921568627451
CLG0049,119,4.7,8,0,8,2,3,0,0.20175438596491227
CLG0024,90,5.9,3,0,4,9,1,0,0.1511627906976744
CLG0080,110,5.26,6,1,10,6,5,0,0.12380952380952381
CLG0069,80,10.22,1,1,10,9,4,1,0.23076923076923078
CLG0006,110,5.98,5,0,4,1,1,0,0.10843373493975904
CLG0002,110,9.42,2,1,8,2,1,0,0.13953488372093023
CLG0003,105,10.13,1,0,5,7,3,0,0.17525773195876287
CLG0053,85,7.64,7,0,6,2,2,0,0.14285714285714285
CLG0010,103,5.35,10,1,3,6,5,0,0.10476190476190476
CLG0024,82,4.97,4,1,3,2,2,0,0.1511627906976744
CLG0033,96,7.24,5,0,0,10,2,0,0.1836734693877551
CLG0084,115,7.38,2,1,10,5,2,0,0.23529411764705882
CLG0022,111,8.3,8,1,4,6,5,1,0.1836734693877551
CLG0061,100,7.33,10,0,1,7,4,0,0.1792452830188679
CLG0096,85,10.04,3,0,4,1,1,0,0.23232323232323232
CLG0094,109,7.88,7,0,4,2,0,0,0.15454545454545454
CLG0067,100,8.49,1,0,3,2,4,0,0.20175438596491227
CLG0004,65,9.96,10,1,9,1,5,0,0.14285714285714285
CLG0051,111,5.92,1,1,8,3,3,0,0.19444444444444445
CLG0004,99,6.25,7,1,4,6,4,0,0.14285714285714285
CLG0039,118,5.45,1,0,5,9,4,1,0.1346153846153846
CLG0031,83,6.1,9,0,0,3,5,0,0.1958762886597938
CLG0057,52,7.36,9,0,4,3,3,0,0.12087912087912088
CLG0073,104,6.12,8,1,8,2,0,0,0.11206896551724138
CLG0030,104,6.82,8,1,10,2,1,0,0.19047619047619047
CLG0093,74,9.52,4,1,5,7,4,0,0.14444444444444443
CLG0089,85,5.6,4,0,8,4,3,0,0.21505376344086022
CLG0039,141,8.03,5,0,3,6,3,1,0.1346153846153846
CLG0099,95,5.64,9,0,1,8,0,0,0.15730337078651685
CLG0025,110,6.26,3,0,8,5,4,0,0.11864406779661017
CLG0058,90,7.93,4,0,3,3,3,0,0.15517241379310345
CLG0036,68,9.73,10,0,10,2,5,0,0.1827956989247312
CLG0011,97,6.97,5,1,1,6,5,0,0.14893617021276595
CLG0090,96,5.18,7,1,0,8,0,0,0.22772277227722773
CLG0046,94,7.3,5,0,1,10,0,0,0.18095238095238095
CLG0089,98,5.55,9,0,4,4,3,0,0.21505376344086022
CLG0021,103,5.74,6,1,2,2,3,0,0.17708333333333334
CLG0002,97,7.89,3,1,5,3,4,0,0.13953488372093023
CLG0074,81,5.56,6,1,3,3,4,0,0.11702127659574468
CLG0039,107,7.48,6,1,1,9,1,0,0.1346153846153846
CLG0099,70,7.74,10,0,6,10,3,0,0.15730337078651685
CLG0033,69,6.72,1,0,10,4,2,0,0.1836734693877551
CLG0031,111,5.26,7,0,5,6,5,0,0.1958762886597938
CLG0004,107,10.11,3,1,7,9,2,1,0.14285714285714285
CLG0067,99,6.71,1,0,9,10,5,0,0.20175438596491227
CLG0069,79,9.23,1,0,4,8,1,0,0.23076923076923078
CLG0081,89,7.11,5,0,2,9,3,0,0.14432989690721648
CLG0013,96,7.09,10,1,3,6,0,0,0.18095238095238095
CLG0065,76,7.02,10,0,4,2,5,0,0.16806722689075632
CLG0045,88,6.22,2,0,4,5,2,0,0.20353982300884957
CLG0039,109,5.32,2,0,5,10,4,0,0.1346153846153846
CLG0087,121,6.71,4,0,8,3,2,0,0.2268041237113402
CLG0089,93,9.14,10,1,3,3,3,0,0.21505376344086022
CLG0053,111,8.7,7,1,6,10,5,1,0.14285714285714285
CLG0031,71,6.04,8,1,6,1,2,0,0.1958762886597938
CLG0013,109,7.57,10,1,5,4,1,0,0.18095238095238095
CLG0001,87,9.0,7,1,0,7,4,0,0.10091743119266056
CLG0098,104,8.33,9,1,8,3,1,0,0.1523809523809524
CLG0029,96,5.87,7,0,5,7,0,0,0.13761467889908258
CLG0061,119,9.63,4,0,2,6,0,0,0.1792452830188679
CLG0095,86,6.56,9,0,10,1,0,0,0.16666666666666666
CLG0072,109,7.35,9,1,1,5,0,0,0.13333333333333333
CLG0002,95,7.93,3,1,2,6,3,0,0.13953488372093023
CLG0012,97,9.28,10,1,10,9,3,1,0.23636363636363636
CLG0056,97,9.77,8,0,0,10,3,1,0.2222222222222222
CLG0097,87,9.67,1,1,2,6,1,0,0.16831683168316833
CLG0094,99,5.42,2,1,4,8,1,0,0.15454545454545454
CLG0041,99,9.35,8,1,3,2,2,0,0.18627450980392157
CLG0027,103,5.03,8,0,9,1,4,0,0.15833333333333333
CLG0089,101,5.96,6,0,0,1,1,0,0.21505376344086022
CLG0038,111,7.89,8,1,4,7,2,0,0.2641509433962264
CLG0097,113,7.31,8,0,2,8,0,0,0.16831683168316833
CLG0052,84,7.87,2,0,9,8,0,0,0.2
CLG0080,113,7.88,3,1,10,3,1,0,0.12380952380952381
CLG0032,82,10.1,7,0,6,5,3,0,0.1504424778761062
CLG0088,108,6.67,3,1,9,7,2,0,0.15178571428571427
CLG0002,109,6.01,2,0,10,9,5,0,0.13953488372093023
CLG0066,71,9.99,6,0,7,5,4,0,0.168141592920354
CLG0020,101,5.21,2,0,4,4,2,0,0.13333333333333333
CLG0057,92,7.56,2,1,9,4,3,0,0.12087912087912088
CLG0062,88,8.3,2,0,7,6,5,0,0.18796992481203006
CLG0091,120,7.54,4,0,5,9,3,1,0.13
CLG0086,90,8.08,7,0,5,1,1,0,0.09090909090909091
CLG0048,87,5.9,6,0,4,1,3,0,0.18823529411764706
CLG0083,101,9.58,5,1,10,1,3,0,0.15789473684210525
CLG0007,110,5.58,4,1,9,4,4,0,0.19148936170212766
CLG0067,97,6.85,2,0,5,4,3,0,0.20175438596491227
CLG0050,117,5.22,8,1,0,8,5,1,0.16666666666666666
CLG0034,107,8.15,2,1,7,5,0,0,0.08928571428571429
CLG0087,67,7.9,8,0,4,10,3,0,0.2268041237113402
CLG0069,92,9.66,10,1,7,4,0,0,0.23076923076923078
CLG0067,91,8.46,4,0,2,8,4,1,0.20175438596491227
CLG0088,107,8.1,5,0,9,7,5,0,0.15178571428571427
CLG0091,60,9.26,1,0,5,6,1,0,0.13
CLG0034,138,7.3,2,0,0,2,0,0,0.08928571428571429
CLG0043,107,7.72,8,0,0,5,1,0,0.1414141414141414
CLG0021,102,8.37,1,0,3,2,5,0,0.17708333333333334
CLG0012,117,6.77,3,1,9,6,5,0,0.23636363636363636
CLG0032,135,9.33,2,0,5,9,5,1,0.1504424778761062
CLG0047,113,5.56,10,0,2,9,5,1,0.18627450980392157
CLG0086,114,8.22,5,0,10,6,1,0,0.09090909090909091
CLG0098,101,8.7,4,1,10,4,0,0,0.1523809523809524
CLG0087,97,9.65,4,1,4,10,2,1,0.2268041237113402
CLG0055,92,9.35,4,0,9,9,3,1,0.12790697674418605
CLG0065,87,7.38,4,0,10,5,4,0,0.16806722689075632
CLG0068,89,7.93,4,0,3,8,5,0,0.14893617021276595
CLG0017,79,7.07,6,0,9,9,1,0,0.21052631578947367
CLG0026,98,7.79,2,1,2,5,2,0,0.21739130434782608
CLG0095,74,9.39,4,1,8,6,1,0,0.16666666666666666
CLG0033,102,10.03,7,0,3,4,2,0,0.1836734693877551
CLG0064,99,9.13,7,1,9,1,4,0,0.15053763440860216
CLG0092,102,6.13,1,1,6,1,2,0,0.14705882352941177
CLG0010,92,9.1,10,0,4,5,4,0,0.10476190476190476
CLG0100,146,9.62,9,0,6,3,3,1,0.17525773195876287
CLG0046,120,6.77,7,1,4,7,5,0,0.18095238095238095
CLG0073,81,7.81,6,0,2,4,5,0,0.11206896551724138
CLG0090,103,9.12,2,0,5,4,5,0,0.22772277227722773
CLG0051,90,7.79,6,0,8,4,2,0,0.19444444444444445
CLG0034,84,9.99,5,0,5,6,5,0,0.08928571428571429
CLG0014,79,6.81,9,0,3,9,1,0,0.17647058823529413
CLG0041,106,8.37,1,0,0,9,3,1,0.18627450980392157
CLG0090,89,8.81,5,1,2,5,1,0,0.22772277227722773
CLG0095,114,7.53,3,0,2,8,1,0,0.16666666666666666
CLG0038,114,9.34,9,1,1,4,3,1,0.2641509433962264
CLG0048,120,7.94,1,1,9,8,3,1,0.18823529411764706
CLG0043,87,7.28,6,1,1,10,4,0,0.1414141414141414
CLG0028,107,5.28,3,1,7,9,2,0,0.25
CLG0041,109,7.24,1,0,7,8,4,0,0.18627450980392157
CLG0056,92,8.19,3,1,2,8,0,0,0.2222222222222222
CLG0081,88,9.83,2,1,3,9,0,0,0.14432989690721648
CLG0076,124,5.86,10,1,4,10,4,1,0.1511627906976744
CLG0091,103,7.01,8,1,10,8,4,0,0.13
CLG0065,109,5.8,3,1,8,4,2,0,0.16806722689075632
CLG0060,87,8.39,7,1,4,5,3,0,0.1927710843373494
CLG0097,81,9.99,10,0,10,10,0,0,0.16831683168316833
CLG0013,91,7.74,6,1,5,6,3,0,0.18095238095238095
CLG0069,98,7.81,7,0,6,5,1,0,0.23076923076923078
CLG0052,84,7.89,7,0,10,9,1,0,0.2
CLG0043,99,5.79,10,1,1,2,3,0,0.1414141414141414
CLG0092,74,8.53,1,1,3,6,1,0,0.14705882352941177
CLG0088,83,7.77,4,0,5,10,0,0,0.15178571428571427
CLG0084,110,8.33,4,0,3,2,0,0,0.23529411764705882
CLG0040,109,9.61,5,0,4,8,1,0,0.17894736842105263
CLG0042,94,8.84,10,1,2,8,0,0,0.25333333333333335
CLG0037,84,9.28,5,1,1,5,1,0,0.13953488372093023
CLG0084,84,9.66,8,1,0,10,2,1,0.23529411764705882
CLG0023,94,9.49,4,0,2,8,2,1,0.1864406779661017
CLG0067,109,7.63,1,0,9,5,3,0,0.20175438596491227
CLG0069,113,5.49,5,0,8,4,1,0,0.23076923076923078
CLG0079,92,7.5,1,0,0,9,2,0,0.15217391304347827
CLG0069,82,8.66,3,0,7,8,2,1,0.23076923076923078
CLG0098,104,5.62,8,1,4,4,0,0,0.1523809523809524
CLG0058,87,5.1,10,1,3,2,3,0,0.15517241379310345
CLG0046,92,5.37,5,0,4,2,3,0,0.18095238095238095
CLG0087,119,8.18,7,0,10,2,2,1,0.2268041237113402
CLG0047,112,7.89,1,0,6,10,2,1,0.18627450980392157
CLG0017,102,7.13,6,1,7,8,3,0,0.21052631578947367
CLG0009,80,5.23,8,0,1,6,5,0,0.13541666666666666
CLG0068,103,9.09,6,0,5,1,0,0,0.14893617021276595
CLG0094,115,6.43,4,0,3,10,4,1,0.15454545454545454
CLG0078,94,6.52,8,0,7,4,0,0,0.08849557522123894
CLG0030,120,8.58,8,1,3,3,4,1,0.19047619047619047
CLG0095,119,8.04,6,0,2,10,3,1,0.16666666666666666
CLG0061,124,7.23,8,0,4,7,3,0,0.1792452830188679
CLG0065,104,8.57,6,0,3,10,3,1,0.16806722689075632
CLG0058,108,6.85,4,1,4,5,1,0,0.15517241379310345
CLG0027,121,8.65,6,0,8,1,1,0,0.15833333333333333
CLG0066,106,5.95,9,0,10,6,1,0,0.168141592920354
CLG0045,92,5.93,8,1,2,4,3,0,0.20353982300884957
CLG0040,93,9.14,7,1,1,10,2,1,0.17894736842105263
CLG0061,103,8.57,5,0,1,6,3,0,0.1792452830188679
CLG0041,80,5.48,7,0,8,7,4,0,0.18627450980392157
CLG0074,97,5.92,1,0,6,9,0,0,0.11702127659574468
