IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,College_Performance_Rate
87,6.34,10,1,9,9,5,0.1238095238095238
99,7.69,9,0,0,3,2,0.0884955752212389
103,5.42,10,0,7,7,4,0.2533333333333333
89,6.1,6,0,1,6,5,0.1578947368421052
113,8.62,5,0,5,1,3,0.1186440677966101
107,7.48,9,0,9,6,5,0.1170212765957446
94,9.31,3,0,6,6,4,0.1836734693877551
111,9.15,6,1,8,10,2,0.1752577319587628
108,8.26,7,0,2,4,0,0.2105263157894736
70,6.87,8,0,8,9,0,0.1789473684210526
95,8.79,3,1,3,3,5,0.1443298969072164
119,5.57,1,0,5,10,3,0.1684210526315789
109,8.43,2,1,1,4,2,0.1666666666666666
75,6.75,10,1,4,2,4,0.2222222222222222
116,7.36,5,0,9,9,5,0.2222222222222222
108,8.37,4,0,4,9,0,0.1573033707865168
105,9.96,2,0,9,8,4,0.18796992481203
107,7.03,9,1,9,1,2,0.1238095238095238
66,8.51,3,0,1,7,3,0.1770833333333333
83,5.53,10,1,8,7,5,0.1333333333333333
103,9.17,6,0,8,5,1,0.1504424778761062
100,8.89,4,1,0,9,2,0.1489361702127659
98,9.06,1,1,0,3,0,0.125
112,8.38,5,1,1,6,3,0.2150537634408602
94,9.64,6,1,8,1,3,0.2641509433962264
98,5.56,7,1,3,2,5,0.1443298969072164
107,7.87,8,0,7,8,4,0.1444444444444444
111,7.83,8,0,9,6,3,0.1523809523809524
100,7.43,9,1,7,7,1,0.1894736842105263
89,8.82,3,1,6,5,2,0.1680672268907563
85,6.2,7,1,3,2,0,0.2017543859649122
85,9.23,5,0,5,4,4,0.1551724137931034
92,6.2,5,0,3,5,3,0.1489361702127659
76,7.45,6,1,1,4,4,0.2017543859649122
100,9.58,10,0,4,1,1,0.1333333333333333
87,5.57,10,1,4,8,3,0.2363636363636363
109,6.09,10,1,8,1,1,0.1809523809523809
81,5.76,7,1,6,5,4,0.217391304347826
78,4.96,7,1,7,6,0,0.0892857142857142
115,7.53,8,1,2,5,5,0.1864406779661017
98,8.22,9,0,5,3,2,0.1682242990654205
101,5.89,6,0,1,10,0,0.1836734693877551
94,6.8,3,0,3,5,1,0.0884955752212389
87,8.82,2,0,5,5,5,0.1333333333333333
120,6.21,7,1,1,4,3,0.1682242990654205
114,6.59,2,1,6,8,0,0.1645569620253164
97,9.07,5,1,0,4,2,0.1808510638297872
82,6.44,1,1,3,6,0,0.1666666666666666
95,8.14,4,0,7,9,1,0.0892857142857142
88,10.25,10,1,10,10,5,0.1809523809523809
106,8.79,4,0,1,7,2,0.0980392156862745
105,9.07,3,1,8,9,1,0.1521739130434782
84,8.7,2,0,6,4,4,0.1346153846153846
101,7.38,9,1,2,4,4,0.1666666666666666
83,7.26,2,0,4,5,0,0.1927710843373494
71,5.81,4,0,3,2,1,0.1764705882352941
86,5.26,6,0,10,8,3,0.1680672268907563
124,7.52,6,1,7,5,0,0.1333333333333333
78,6.72,9,1,0,10,2,0.1170212765957446
79,8.94,10,0,6,2,5,0.2363636363636363
103,6.83,10,0,4,5,3,0.2017543859649122
107,8.12,2,0,3,5,5,0.1683168316831683
98,7.69,7,0,3,3,5,0.1395348837209302
91,5.6,2,0,9,7,4,0.1443298969072164
106,6.72,7,1,4,2,3,0.1827956989247312
100,8.04,9,0,3,2,3,0.1764705882352941
89,5.81,1,1,2,5,4,0.125
99,6.01,3,0,7,10,5,0.1545454545454545
64,7.81,3,0,5,2,0,0.127906976744186
119,5.9,4,1,4,3,0,0.0884955752212389
103,4.79,9,0,1,5,4,0.188235294117647
115,9.57,9,0,0,9,5,0.25
87,5.11,4,1,8,5,1,0.1958762886597938
100,6.91,2,1,9,4,2,0.1808510638297872
106,7.29,3,0,10,2,2,0.1682242990654205
77,9.48,8,1,4,6,4,0.1208791208791208
108,6.89,4,0,4,9,1,0.1545454545454545
79,6.92,8,0,10,1,3,0.1836734693877551
102,5.7,4,0,5,10,4,0.1504424778761062
121,7.77,9,0,0,9,5,0.108433734939759
110,8.17,3,1,3,8,2,0.144578313253012
73,9.12,3,1,7,9,3,0.1517857142857142
94,7.85,5,0,6,8,2,0.0892857142857142
99,8.46,8,1,10,7,5,0.1511627906976744
103,8.95,4,0,1,4,5,0.1683168316831683
103,7.17,3,1,6,5,0,0.1862745098039215
95,5.65,10,1,10,2,2,0.1764705882352941
107,8.36,7,1,2,8,5,0.2017543859649122
86,8.77,5,0,9,6,4,0.1170212765957446
91,8.57,4,1,1,6,5,0.1523809523809524
108,8.78,7,0,0,5,1,0.2222222222222222
96,6.0,9,0,4,7,0,0.1666666666666666
98,6.37,5,0,0,2,5,0.1444444444444444
98,5.25,10,0,7,6,5,0.1186440677966101
95,6.83,9,0,9,5,0,0.1545454545454545
119,8.43,8,0,3,8,4,0.1521739130434782
91,8.79,10,1,9,10,3,0.1927710843373494
116,5.18,6,0,3,9,3,0.1666666666666666
125,8.07,10,0,1,1,0,0.1489361702127659
118,7.39,8,0,0,6,4,0.1120689655172413
85,8.12,6,0,7,1,1,0.1517857142857142
107,6.42,6,0,2,10,4,0.1238095238095238
102,5.13,5,0,3,9,2,0.1395348837209302
96,5.81,6,0,4,9,5,0.1047619047619047
93,6.75,1,0,3,5,2,0.1504424778761062
73,6.88,9,0,3,5,5,0.1120689655172413
100,10.19,3,1,7,3,5,0.2035398230088495
98,5.86,7,1,10,5,1,0.1770833333333333
77,5.58,1,0,5,8,2,0.1752577319587628
120,7.35,1,0,3,4,1,0.1489361702127659
100,8.7,4,1,3,2,3,0.144578313253012
112,6.4,1,0,6,4,2,0.18796992481203
97,6.17,7,0,0,4,3,0.1444444444444444
108,9.31,7,1,2,1,1,0.1578947368421052
99,5.43,6,1,1,4,4,0.1894736842105263
99,7.36,9,0,8,5,2,0.1505376344086021
84,5.45,3,1,3,1,4,0.2363636363636363
100,4.94,9,1,8,10,0,0.1354166666666666
86,6.34,10,0,3,10,5,0.1376146788990825
77,9.9,6,1,4,10,2,0.1680672268907563
91,9.72,8,1,8,7,1,0.188235294117647
88,6.07,4,0,3,1,5,0.1770833333333333
91,8.01,2,0,6,4,3,0.2641509433962264
68,5.58,8,1,6,6,4,0.1827956989247312
86,8.01,1,1,0,10,4,0.1680672268907563
123,10.03,9,0,0,10,2,0.1809523809523809
97,5.73,3,1,10,1,1,0.217391304347826
100,6.98,10,0,7,6,1,0.1470588235294117
110,10.05,3,0,2,5,4,0.144578313253012
71,9.86,1,0,7,1,1,0.1376146788990825
101,5.24,5,0,8,5,1,0.1927710843373494
100,6.53,9,0,3,2,2,0.1523809523809524
93,6.4,5,1,8,9,0,0.1809523809523809
80,9.97,1,0,4,3,0,0.1818181818181818
136,9.04,5,0,0,2,2,0.1009174311926605
122,5.98,9,0,8,1,4,0.2222222222222222
110,6.67,2,1,7,2,5,0.1333333333333333
99,9.8,3,1,5,4,5,0.127906976744186
82,5.62,8,0,6,6,0,0.1414141414141414
91,7.87,1,1,7,2,0,0.1789473684210526
110,5.64,10,0,0,6,1,0.125
78,9.44,9,0,5,3,1,0.1443298969072164
95,5.89,7,0,0,8,5,0.1238095238095238
86,8.5,7,0,6,3,1,0.1958762886597938
96,7.2,8,1,2,3,0,0.1927710843373494
131,9.5,2,0,5,1,1,0.188235294117647
94,6.43,6,1,0,4,1,0.2641509433962264
118,5.31,5,0,4,6,5,0.108433734939759
97,7.95,7,0,10,4,0,0.1443298969072164
111,6.25,10,0,8,5,1,0.1862745098039215
89,5.84,4,0,6,8,0,0.1208791208791208
112,7.06,4,1,2,7,3,0.127906976744186
121,10.24,7,1,10,7,2,0.1047619047619047
111,9.2,9,0,4,3,1,0.1444444444444444
84,5.93,5,0,7,9,3,0.1333333333333333
100,6.56,10,1,7,6,1,0.1504424778761062
130,9.5,8,0,5,7,0,0.1904761904761904
101,6.97,9,1,5,2,0,0.1395348837209302
68,9.09,9,0,6,8,3,0.2352941176470588
76,6.15,1,0,3,6,1,0.1551724137931034
92,9.25,10,0,8,10,1,0.1862745098039215
93,8.48,7,1,7,2,3,0.1680672268907563
102,9.06,7,1,8,1,3,0.2641509433962264
108,9.06,1,0,9,7,1,0.2017543859649122
103,9.58,8,0,6,2,5,0.1583333333333333
115,5.55,4,1,2,8,4,0.1583333333333333
87,5.2,3,1,10,7,0,0.1914893617021276
122,8.7,1,0,2,10,4,0.1682242990654205
134,7.76,2,1,5,9,0,0.1511627906976744
97,6.9,10,0,0,7,3,0.1666666666666666
117,8.68,9,1,4,3,5,0.1523809523809524
94,7.95,1,1,2,4,1,0.2363636363636363
101,8.05,9,0,7,6,1,0.1789473684210526
79,7.2,5,1,1,7,5,0.1395348837209302
131,8.04,8,1,3,7,0,0.0892857142857142
114,7.77,2,0,6,5,0,0.1666666666666666
90,9.11,3,1,10,4,2,0.1683168316831683
91,8.99,3,1,10,5,3,0.1894736842105263
83,5.6,7,1,0,7,1,0.1517857142857142
104,6.76,4,1,9,1,3,0.1470588235294117
95,7.49,6,0,6,9,5,0.1818181818181818
96,8.9,10,1,10,5,3,0.1521739130434782
96,9.91,4,0,6,4,0,0.1504424778761062
96,5.85,5,1,8,10,3,0.168141592920354
78,7.77,9,1,3,8,2,0.1836734693877551
102,7.79,4,0,7,2,5,0.1958762886597938
127,6.1,5,0,4,3,1,0.0892857142857142
91,4.68,8,1,9,4,0,0.1333333333333333
79,6.97,1,0,7,3,0,0.1009174311926605
93,8.05,4,0,2,6,2,0.108433734939759
83,5.68,10,1,5,2,0,0.2222222222222222
105,6.43,7,1,0,3,0,0.2352941176470588
95,9.46,5,1,4,1,1,0.1680672268907563
101,10.1,4,0,0,10,4,0.0980392156862745
92,4.97,6,0,8,10,2,0.2222222222222222
93,5.56,9,1,5,4,0,0.1346153846153846
86,9.45,10,1,8,10,0,0.1862745098039215
110,8.63,8,1,7,3,4,0.1682242990654205
90,9.66,8,1,6,3,4,0.1818181818181818
64,9.52,7,0,10,2,5,0.188235294117647
97,6.49,1,1,10,4,3,0.1573033707865168
105,6.08,3,0,6,4,4,0.1914893617021276
83,9.13,10,0,5,9,2,0.1836734693877551
103,5.78,2,0,3,4,1,0.1666666666666666
91,7.66,4,1,6,9,5,0.2
90,4.96,7,0,2,2,2,0.1346153846153846
90,5.08,9,0,4,6,0,0.1752577319587628
117,10.2,4,0,6,1,3,0.2040816326530612
103,9.06,6,0,1,8,2,0.127906976744186
84,9.68,3,1,4,8,3,0.1346153846153846
99,6.3,10,0,3,7,1,0.0884955752212389
102,6.11,9,0,9,3,4,0.1523809523809524
102,7.32,4,0,5,2,5,0.1444444444444444
115,8.27,3,0,0,10,3,0.1511627906976744
116,9.0,9,1,10,1,3,0.1523809523809524
59,9.03,2,1,1,10,3,0.1666666666666666
113,5.42,2,0,8,7,5,0.1511627906976744
95,9.56,10,1,1,6,0,0.1523809523809524
84,9.39,6,0,10,10,2,0.1862745098039215
101,8.68,1,1,6,9,5,0.1376146788990825
114,7.16,4,0,2,9,2,0.1120689655172413
102,7.43,10,0,2,7,4,0.1294117647058823
104,7.28,2,0,0,4,1,0.2268041237113402
83,6.05,4,0,9,6,1,0.2268041237113402
115,7.47,6,0,7,5,0,0.1120689655172413
108,5.42,3,0,2,9,2,0.1944444444444444
78,9.06,7,1,9,3,1,0.2277227722772277
72,8.32,5,0,7,8,0,0.2641509433962264
123,6.49,9,0,4,5,4,0.18796992481203
101,5.17,7,0,7,8,4,0.2105263157894736
79,9.23,1,0,4,8,1,0.2307692307692307
80,7.66,5,0,9,1,3,0.1809523809523809
126,5.49,2,0,2,1,3,0.1545454545454545
100,7.93,10,1,6,3,3,0.1904761904761904
88,8.64,4,1,6,10,0,0.0892857142857142
107,8.03,7,0,2,2,5,0.1927710843373494
85,8.3,1,0,1,3,1,0.1443298969072164
86,8.18,7,1,0,1,3,0.1489361702127659
77,9.46,9,0,3,7,4,0.1894736842105263
95,9.96,5,0,1,5,3,0.1809523809523809
102,5.59,7,1,9,3,4,0.1583333333333333
114,8.87,1,1,7,2,3,0.1770833333333333
112,5.07,1,1,2,3,5,0.1489361702127659
69,9.06,3,0,6,10,3,0.18796992481203
98,8.41,3,0,3,6,1,0.1395348837209302
120,5.79,1,0,2,7,2,0.125
105,9.39,9,1,3,3,4,0.1489361702127659
77,8.51,10,0,0,10,5,0.1927710843373494
83,8.17,9,0,6,6,4,0.1470588235294117
140,7.0,1,0,0,4,0,0.1770833333333333
115,6.97,4,0,5,7,2,0.2150537634408602
103,9.41,1,0,2,5,3,0.1489361702127659
122,10.04,4,0,0,8,2,0.0892857142857142
84,7.54,6,0,0,10,0,0.1294117647058823
101,6.73,4,1,6,6,4,0.1927710843373494
109,5.47,6,0,8,3,5,0.1666666666666666
88,6.88,9,0,7,1,0,0.2035398230088495
105,9.29,10,1,9,6,1,0.0909090909090909
128,9.55,4,0,6,2,5,0.2040816326530612
99,9.58,9,0,1,9,5,0.217391304347826
97,9.25,3,0,7,3,0,0.2323232323232323
95,6.09,10,0,7,1,1,0.1505376344086021
100,6.42,1,0,5,6,5,0.1680672268907563
104,5.09,3,0,0,2,0,0.1354166666666666
91,6.76,10,1,3,7,0,0.1836734693877551
95,5.43,7,0,10,10,1,0.1504424778761062
104,9.81,6,0,9,10,4,0.1523809523809524
92,9.0,7,1,3,6,0,0.1470588235294117
83,8.42,9,0,3,1,2,0.1680672268907563
79,8.9,6,1,10,1,2,0.1836734693877551
89,6.12,10,0,4,10,2,0.1809523809523809
144,5.52,4,0,6,8,1,0.1752577319587628
118,6.47,3,1,10,3,2,0.1862745098039215
82,10.27,5,1,1,3,5,0.1764705882352941
97,9.62,7,0,4,7,4,0.2017543859649122
74,9.76,2,0,3,2,2,0.1208791208791208
99,8.33,3,0,6,4,1,0.1505376344086021
68,8.26,3,1,2,6,1,0.2307692307692307
87,7.35,7,0,10,9,4,0.1444444444444444
64,7.3,6,0,8,8,5,0.1186440677966101
123,5.45,10,1,5,10,1,0.1573033707865168
102,6.88,4,1,3,1,4,0.1346153846153846
98,5.46,8,1,6,10,0,0.1894736842105263
85,7.97,10,0,9,1,2,0.2222222222222222
96,6.27,4,0,6,3,3,0.1583333333333333
114,4.99,3,1,4,9,0,0.1428571428571428
92,7.84,9,1,4,1,1,0.1862745098039215
88,7.47,1,1,6,2,5,0.1443298969072164
112,6.34,6,1,1,7,5,0.2
121,6.1,6,0,6,7,4,0.1443298969072164
91,8.38,8,1,4,2,5,0.2017543859649122
89,7.58,10,0,0,6,2,0.1470588235294117
104,6.25,2,1,3,2,2,0.1473684210526315
101,4.82,10,0,3,5,4,0.2352941176470588
108,9.4,3,1,0,1,5,0.1682242990654205
129,9.24,8,0,4,7,4,0.1792452830188679
99,6.27,5,0,4,6,2,0.1333333333333333
105,9.87,2,0,4,6,5,0.1489361702127659
108,7.46,5,0,5,6,1,0.1752577319587628
109,8.58,4,0,1,1,1,0.188235294117647
79,9.15,6,0,1,2,0,0.1904761904761904
106,7.22,8,1,2,3,0,0.1818181818181818
90,5.56,6,1,1,7,0,0.1186440677966101
96,7.19,1,0,10,9,1,0.1789473684210526
108,9.17,9,1,8,5,4,0.1009174311926605
111,5.15,5,0,8,4,5,0.2017543859649122
97,9.65,4,1,4,10,2,0.2268041237113402
92,8.58,4,0,5,9,0,0.1752577319587628
110,8.36,3,0,4,9,3,0.2150537634408602
98,7.77,4,0,2,5,3,0.2035398230088495
87,6.01,1,1,9,5,3,0.1521739130434782
92,6.99,10,0,6,8,5,0.1521739130434782
91,6.31,4,0,4,6,4,0.2363636363636363
84,6.03,10,0,3,10,3,0.2323232323232323
98,8.55,6,0,8,3,2,0.1346153846153846
107,8.21,2,0,3,5,4,0.108433734939759
129,5.38,2,0,0,3,5,0.1764705882352941
105,6.43,9,0,5,3,2,0.1904761904761904
119,5.85,9,1,3,6,1,0.1752577319587628
111,6.06,3,1,3,5,5,0.1666666666666666
117,9.29,3,0,4,10,5,0.1545454545454545
90,4.81,9,0,4,9,5,0.1376146788990825
103,5.57,7,1,0,7,0,0.1505376344086021
110,8.0,10,0,8,5,5,0.2017543859649122
104,6.93,4,0,8,10,0,0.2323232323232323
101,8.96,8,0,0,1,5,0.1927710843373494
99,5.63,10,0,8,4,4,0.1521739130434782
80,9.7,4,1,10,9,0,0.1573033707865168
83,5.66,7,0,0,7,4,0.1186440677966101
94,6.32,6,0,7,10,1,0.2
99,5.89,3,0,3,7,0,0.1489361702127659
104,6.23,6,1,10,2,4,0.1862745098039215
110,7.08,4,0,3,8,0,0.1443298969072164
86,7.1,4,0,1,5,1,0.1047619047619047
82,7.35,9,0,1,7,4,0.1764705882352941
93,5.58,10,0,4,1,1,0.1684210526315789
85,7.41,2,1,3,5,2,0.25
102,7.96,8,0,6,6,5,0.125
102,5.22,1,0,1,2,0,0.1505376344086021
88,8.8,9,0,7,1,3,0.0909090909090909
100,8.23,8,1,2,8,2,0.217391304347826
117,5.66,8,0,10,10,2,0.2277227722772277
107,5.74,4,1,5,8,1,0.1354166666666666
81,9.41,5,0,5,9,0,0.2323232323232323
93,5.3,5,1,4,10,3,0.1836734693877551
89,7.46,4,0,10,7,1,0.1395348837209302
92,6.55,3,0,2,1,4,0.1120689655172413
86,8.82,1,1,10,4,3,0.1443298969072164
105,9.42,5,0,7,10,3,0.2352941176470588
95,7.92,10,0,1,8,4,0.108433734939759
112,5.6,7,1,4,4,0,0.1489361702127659
87,6.62,5,1,9,10,1,0.1523809523809524
99,5.17,7,1,0,1,1,0.1894736842105263
95,5.24,10,0,8,4,5,0.217391304347826
131,6.92,2,1,1,8,5,0.2352941176470588
101,9.45,9,0,7,8,2,0.1836734693877551
95,8.76,4,0,3,10,5,0.1551724137931034
94,9.4,3,0,8,2,2,0.0884955752212389
112,8.54,9,1,10,8,2,0.1333333333333333
89,7.36,1,1,1,5,2,0.1551724137931034
103,7.33,9,0,3,10,2,0.2017543859649122
94,6.02,1,1,3,4,1,0.1944444444444444
102,7.53,1,0,10,5,2,0.1504424778761062
113,7.01,1,0,6,5,2,0.1376146788990825
110,9.89,2,0,2,9,3,0.2352941176470588
132,7.31,3,1,3,1,2,0.1009174311926605
89,8.29,2,0,2,5,0,0.1809523809523809
100,9.44,10,0,10,10,5,0.1809523809523809
94,6.66,6,0,3,6,0,0.2641509433962264
107,6.26,5,0,2,10,5,0.1395348837209302
110,5.5,5,1,7,5,0,0.1894736842105263
99,9.06,4,0,3,8,0,0.125
92,7.48,4,1,0,1,5,0.1958762886597938
78,7.84,5,1,7,3,4,0.2277227722772277
88,8.1,10,0,6,9,3,0.18796992481203
111,7.64,10,0,4,1,0,0.1809523809523809
115,7.02,1,1,0,3,3,0.2040816326530612
123,5.28,7,0,10,8,2,0.1808510638297872
102,7.79,3,1,6,1,0,0.0884955752212389
84,8.72,8,1,9,5,3,0.1428571428571428
109,6.89,2,0,7,1,2,0.1444444444444444
116,7.58,4,1,4,5,0,0.1333333333333333
128,8.68,3,0,8,3,1,0.1521739130434782
75,6.23,6,1,7,5,2,0.2307692307692307
123,7.1,7,0,5,10,1,0.1395348837209302
112,9.65,7,0,2,9,3,0.1573033707865168
95,9.17,8,0,1,1,2,0.1504424778761062
108,8.79,8,1,5,4,4,0.1864406779661017
90,8.08,7,0,5,1,1,0.0909090909090909
101,9.79,7,0,4,9,1,0.1505376344086021
114,5.84,4,1,9,2,1,0.1443298969072164
113,6.98,5,0,8,10,5,0.1505376344086021
114,8.5,10,0,4,6,0,0.1682242990654205
87,5.45,3,0,8,9,0,0.1414141414141414
94,8.85,10,0,6,1,5,0.1208791208791208
106,6.71,2,0,4,9,4,0.1583333333333333
91,8.56,5,0,6,6,3,0.1395348837209302
103,8.34,7,0,0,4,0,0.1904761904761904
109,9.77,8,0,3,5,5,0.1927710843373494
106,9.66,10,0,0,10,3,0.1578947368421052
97,6.71,2,0,10,2,5,0.108433734939759
89,5.32,1,0,3,9,2,0.1470588235294117
97,5.15,8,0,9,5,1,0.0892857142857142
124,5.92,10,0,1,3,5,0.1376146788990825
66,5.37,3,0,4,10,2,0.1752577319587628
115,6.47,10,0,1,6,3,0.1504424778761062
110,8.43,2,0,8,10,3,0.1511627906976744
82,6.14,10,0,6,3,5,0.1836734693877551
105,8.52,10,0,4,8,5,0.1120689655172413
95,8.75,4,1,5,6,3,0.1170212765957446
113,8.51,3,1,7,4,1,0.1944444444444444
117,6.57,1,0,2,7,4,0.1551724137931034
108,9.75,4,0,6,1,1,0.125
89,9.08,5,1,3,3,5,0.1545454545454545
91,6.87,4,0,3,1,1,0.1504424778761062
95,7.68,6,0,5,4,5,0.1238095238095238
110,9.43,6,0,2,2,5,0.2035398230088495
98,6.6,9,0,5,10,5,0.1680672268907563
97,9.33,7,1,4,5,0,0.1354166666666666
100,5.65,2,1,0,8,3,0.1521739130434782
127,7.71,2,1,7,10,5,0.2307692307692307
88,10.06,4,1,8,5,4,0.1836734693877551
78,6.94,9,1,0,1,2,0.2040816326530612
125,5.96,9,0,8,7,2,0.2363636363636363
99,8.81,3,1,4,10,5,0.2035398230088495
80,8.74,7,1,8,4,3,0.168141592920354
111,7.67,10,0,3,2,5,0.1186440677966101
120,6.99,3,0,0,7,3,0.1395348837209302
102,7.32,6,0,5,7,3,0.1504424778761062
114,9.66,10,0,7,10,1,0.2641509433962264
90,7.42,6,0,2,1,4,0.1827956989247312
74,4.85,1,0,8,8,2,0.1752577319587628
107,8.26,1,1,3,4,5,0.1170212765957446
101,9.46,6,0,7,3,4,0.1680672268907563
137,9.34,6,1,5,9,0,0.217391304347826
116,5.39,9,0,0,10,2,0.1489361702127659
115,9.06,10,1,7,1,5,0.1836734693877551
107,6.8,5,1,8,4,2,0.2035398230088495
101,7.61,2,0,10,10,0,0.168141592920354
90,5.51,2,1,3,5,1,0.1944444444444444
76,7.93,7,0,10,5,1,0.1346153846153846
97,5.48,8,0,2,7,1,0.1666666666666666
103,9.08,2,1,9,2,2,0.1927710843373494
109,6.89,10,1,10,7,0,0.1764705882352941
80,6.34,8,0,8,7,3,0.1395348837209302
112,5.92,1,1,1,6,4,0.1489361702127659
99,7.25,7,1,3,5,1,0.1505376344086021
120,6.98,9,0,6,3,2,0.144578313253012
93,5.99,6,0,7,3,4,0.1789473684210526
118,7.39,10,0,4,9,0,0.1047619047619047
136,9.51,8,0,6,10,0,0.2533333333333333
64,6.08,10,0,9,10,1,0.1444444444444444
80,9.72,9,1,9,7,0,0.1489361702127659
93,5.98,6,1,3,9,1,0.125
108,5.53,7,0,9,10,0,0.13
128,5.91,8,0,9,6,4,0.2017543859649122
111,9.81,6,0,4,10,2,0.2641509433962264
115,5.58,6,1,2,2,3,0.1504424778761062
133,9.6,2,0,9,6,1,0.1521739130434782
83,7.6,4,0,6,8,0,0.1170212765957446
82,10.45,4,1,7,4,0,0.1333333333333333
80,9.6,7,0,8,6,3,0.1428571428571428
78,6.85,3,0,2,5,4,0.1521739130434782
119,8.29,4,0,1,8,0,0.1770833333333333
112,8.8,1,1,2,7,5,0.18796992481203
106,8.27,7,0,2,2,0,0.1545454545454545
106,9.26,6,0,3,8,0,0.1186440677966101
86,6.28,9,0,8,4,4,0.1764705882352941
90,6.0,4,0,4,9,1,0.1470588235294117
118,6.6,1,0,5,1,3,0.125
125,6.17,6,0,4,6,2,0.1505376344086021
98,5.17,8,0,9,4,2,0.2105263157894736
113,6.06,4,0,10,8,0,0.1789473684210526
84,7.56,6,1,0,2,2,0.1789473684210526
102,7.59,5,1,10,5,5,0.2
86,7.23,1,1,9,8,2,0.125
97,6.83,7,1,7,6,0,0.2105263157894736
100,5.56,7,0,5,10,3,0.1818181818181818
97,10.34,3,0,5,4,2,0.1521739130434782
97,7.49,10,0,7,1,4,0.1523809523809524
101,8.11,3,1,2,3,0,0.1120689655172413
112,8.63,3,0,2,9,3,0.2277227722772277
116,4.66,9,0,4,6,1,0.1489361702127659
113,7.49,2,0,7,10,4,0.1473684210526315
108,6.23,10,0,3,7,4,0.127906976744186
89,6.84,10,0,7,2,5,0.2040816326530612
89,7.62,5,1,0,5,3,0.1809523809523809
113,7.46,7,0,9,6,2,0.1517857142857142
87,6.55,5,0,6,7,3,0.2040816326530612
100,8.75,8,1,3,7,5,0.1120689655172413
91,8.28,9,0,0,1,4,0.1809523809523809
86,5.9,7,1,2,9,5,0.2
101,8.52,7,0,7,10,0,0.1573033707865168
104,6.63,9,1,1,10,5,0.1470588235294117
96,7.54,7,0,8,3,1,0.1808510638297872
104,9.53,5,0,2,9,2,0.2641509433962264
127,10.05,6,1,0,1,2,0.1521739130434782
126,8.97,7,1,9,9,2,0.2040816326530612
130,8.37,9,1,2,4,0,0.1789473684210526
107,6.36,1,0,2,4,0,0.2040816326530612
108,4.7,6,0,8,7,3,0.2641509433962264
75,8.83,7,0,8,3,3,0.1511627906976744
92,8.78,3,0,8,6,4,0.0909090909090909
116,8.79,9,0,2,4,5,0.1511627906976744
100,7.09,8,1,5,2,0,0.1047619047619047
139,8.74,1,0,6,2,0,0.1186440677966101
104,6.35,10,0,10,10,3,0.1120689655172413
95,9.98,8,0,0,1,3,0.1333333333333333
130,8.12,4,1,5,5,3,0.1238095238095238
110,9.8,4,0,1,3,0,0.1583333333333333
74,7.27,2,0,7,4,5,0.1680672268907563
103,8.78,10,1,0,5,2,0.1958762886597938
99,5.73,7,1,6,9,0,0.1376146788990825
95,9.22,6,1,5,2,5,0.2268041237113402
121,9.17,9,0,4,7,1,0.2040816326530612
99,9.61,1,0,10,4,3,0.1443298969072164
129,5.13,10,1,1,7,5,0.1047619047619047
92,7.44,4,1,6,7,1,0.1682242990654205
103,7.41,10,1,9,4,2,0.1047619047619047
87,6.34,4,0,0,3,5,0.1792452830188679
77,7.85,5,1,4,2,5,0.1511627906976744
102,7.51,3,1,2,4,5,0.13
80,8.21,9,1,2,6,2,0.1944444444444444
87,5.04,8,1,0,2,0,0.1682242990654205
111,7.58,10,0,8,8,4,0.1504424778761062
113,9.38,3,0,2,10,3,0.1904761904761904
86,6.35,7,0,9,1,2,0.1504424778761062
114,8.23,8,0,1,9,1,0.2533333333333333
102,5.04,3,0,8,7,5,0.1904761904761904
104,6.08,6,0,1,8,0,0.1444444444444444
102,6.42,9,0,10,1,2,0.2035398230088495
80,6.17,6,0,3,1,2,0.1809523809523809
87,8.98,10,0,9,3,0,0.1470588235294117
81,7.79,5,0,9,7,1,0.1120689655172413
91,10.44,7,0,1,3,5,0.1047619047619047
106,7.9,7,0,4,9,5,0.1684210526315789
89,5.85,6,0,2,9,0,0.2150537634408602
97,6.39,8,0,3,2,4,0.1764705882352941
82,7.15,10,0,4,7,0,0.1208791208791208
92,7.5,1,0,0,9,2,0.1521739130434782
91,8.49,3,1,4,10,3,0.1551724137931034
123,9.89,8,0,7,1,4,0.1645569620253164
95,6.42,7,1,0,3,0,0.2277227722772277
95,5.88,7,0,9,10,5,0.1489361702127659
103,8.79,10,0,6,9,3,0.2150537634408602
146,9.44,8,1,9,7,4,0.1862745098039215
97,6.28,10,0,2,4,5,0.1009174311926605
99,9.8,4,0,7,7,4,0.1517857142857142
90,5.44,6,0,4,9,0,0.2277227722772277
82,7.64,7,1,0,6,3,0.1578947368421052
126,9.32,7,0,7,8,1,0.2277227722772277
109,5.39,7,1,10,3,3,0.2277227722772277
95,9.61,4,1,3,3,3,0.1186440677966101
97,5.84,10,1,0,8,2,0.108433734939759
86,6.31,1,0,0,1,4,0.1764705882352941
90,6.67,9,1,2,4,3,0.1818181818181818
102,7.93,1,1,4,5,1,0.2268041237113402
131,5.49,4,0,1,2,0,0.0980392156862745
85,6.6,4,0,3,7,0,0.1346153846153846
95,8.3,9,1,7,3,3,0.2641509433962264
92,5.83,3,0,3,1,4,0.2277227722772277
99,7.43,3,0,5,7,3,0.1808510638297872
